filename,char,latin,bits
synthetic_braille_dataset\nya\nya_128.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_129.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_130.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_131.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_132.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_133.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_134.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_135.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_136.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_137.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_138.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_139.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_140.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_141.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_142.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_143.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_144.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_145.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_146.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_147.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_148.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_149.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_150.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_151.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_152.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_153.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_154.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_155.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_156.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_157.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_158.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_159.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_160.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_161.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_162.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_163.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_164.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_165.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_166.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_167.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_168.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_169.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_170.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_171.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_172.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_173.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_174.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_175.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_176.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_177.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_178.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_179.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_180.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_181.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_182.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_183.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_184.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_185.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_186.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_187.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_188.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_189.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_190.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_191.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_192.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_193.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_194.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_195.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_196.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_197.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_198.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_199.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_200.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_201.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_202.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_203.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_204.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_205.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_206.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_207.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_208.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_209.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_210.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_211.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_212.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_213.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_214.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_215.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_216.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_217.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_218.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_219.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_220.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_221.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_222.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_223.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_224.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_225.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_226.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_227.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_228.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_229.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_230.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_231.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_232.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_233.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_234.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_235.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_236.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_237.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_238.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_239.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_240.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_241.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_242.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_243.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_244.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_245.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_246.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_247.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_248.png,ञ,nya,18
synthetic_braille_dataset\nya\nya_249.png,ञ,nya,18
synthetic_braille_dataset\ta\ta_000.png,ट,ta,62
synthetic_braille_dataset\ta\ta_001.png,ट,ta,62
synthetic_braille_dataset\ta\ta_002.png,ट,ta,62
synthetic_braille_dataset\ta\ta_003.png,ट,ta,62
synthetic_braille_dataset\ta\ta_004.png,ट,ta,62
synthetic_braille_dataset\ta\ta_005.png,ट,ta,62
synthetic_braille_dataset\ta\ta_006.png,ट,ta,62
synthetic_braille_dataset\ta\ta_007.png,ट,ta,62
synthetic_braille_dataset\ta\ta_008.png,ट,ta,62
synthetic_braille_dataset\ta\ta_009.png,ट,ta,62
synthetic_braille_dataset\ta\ta_010.png,ट,ta,62
synthetic_braille_dataset\ta\ta_011.png,ट,ta,62
synthetic_braille_dataset\ta\ta_012.png,ट,ta,62
synthetic_braille_dataset\ta\ta_013.png,ट,ta,62
synthetic_braille_dataset\ta\ta_014.png,ट,ta,62
synthetic_braille_dataset\ta\ta_015.png,ट,ta,62
synthetic_braille_dataset\ta\ta_016.png,ट,ta,62
synthetic_braille_dataset\ta\ta_017.png,ट,ta,62
synthetic_braille_dataset\ta\ta_018.png,ट,ta,62
synthetic_braille_dataset\ta\ta_019.png,ट,ta,62
synthetic_braille_dataset\ta\ta_020.png,ट,ta,62
synthetic_braille_dataset\ta\ta_021.png,ट,ta,62
synthetic_braille_dataset\ta\ta_022.png,ट,ta,62
synthetic_braille_dataset\ta\ta_023.png,ट,ta,62
synthetic_braille_dataset\ta\ta_024.png,ट,ta,62
synthetic_braille_dataset\ta\ta_025.png,ट,ta,62
synthetic_braille_dataset\ta\ta_026.png,ट,ta,62
synthetic_braille_dataset\ta\ta_027.png,ट,ta,62
synthetic_braille_dataset\ta\ta_028.png,ट,ta,62
synthetic_braille_dataset\ta\ta_029.png,ट,ta,62
synthetic_braille_dataset\ta\ta_030.png,ट,ta,62
synthetic_braille_dataset\ta\ta_031.png,ट,ta,62
synthetic_braille_dataset\ta\ta_032.png,ट,ta,62
synthetic_braille_dataset\ta\ta_033.png,ट,ta,62
synthetic_braille_dataset\ta\ta_034.png,ट,ta,62
synthetic_braille_dataset\ta\ta_035.png,ट,ta,62
synthetic_braille_dataset\ta\ta_036.png,ट,ta,62
synthetic_braille_dataset\ta\ta_037.png,ट,ta,62
synthetic_braille_dataset\ta\ta_038.png,ट,ta,62
synthetic_braille_dataset\ta\ta_039.png,ट,ta,62
synthetic_braille_dataset\ta\ta_040.png,ट,ta,62
synthetic_braille_dataset\ta\ta_041.png,ट,ta,62
synthetic_braille_dataset\ta\ta_042.png,ट,ta,62
synthetic_braille_dataset\ta\ta_043.png,ट,ta,62
synthetic_braille_dataset\ta\ta_044.png,ट,ta,62
synthetic_braille_dataset\ta\ta_045.png,ट,ta,62
synthetic_braille_dataset\ta\ta_046.png,ट,ta,62
synthetic_braille_dataset\ta\ta_047.png,ट,ta,62
synthetic_braille_dataset\ta\ta_048.png,ट,ta,62
synthetic_braille_dataset\ta\ta_049.png,ट,ta,62
synthetic_braille_dataset\ta\ta_050.png,ट,ta,62
synthetic_braille_dataset\ta\ta_051.png,ट,ta,62
synthetic_braille_dataset\ta\ta_052.png,ट,ta,62
synthetic_braille_dataset\ta\ta_053.png,ट,ta,62
synthetic_braille_dataset\ta\ta_054.png,ट,ta,62
synthetic_braille_dataset\ta\ta_055.png,ट,ta,62
synthetic_braille_dataset\ta\ta_056.png,ट,ta,62
synthetic_braille_dataset\ta\ta_057.png,ट,ta,62
synthetic_braille_dataset\ta\ta_058.png,ट,ta,62
synthetic_braille_dataset\ta\ta_059.png,ट,ta,62
synthetic_braille_dataset\ta\ta_060.png,ट,ta,62
synthetic_braille_dataset\ta\ta_061.png,ट,ta,62
synthetic_braille_dataset\ta\ta_062.png,ट,ta,62
synthetic_braille_dataset\ta\ta_063.png,ट,ta,62
synthetic_braille_dataset\ta\ta_064.png,ट,ta,62
synthetic_braille_dataset\ta\ta_065.png,ट,ta,62
synthetic_braille_dataset\ta\ta_066.png,ट,ta,62
synthetic_braille_dataset\ta\ta_067.png,ट,ta,62
synthetic_braille_dataset\ta\ta_068.png,ट,ta,62
synthetic_braille_dataset\ta\ta_069.png,ट,ta,62
synthetic_braille_dataset\ta\ta_070.png,ट,ta,62
synthetic_braille_dataset\ta\ta_071.png,ट,ta,62
synthetic_braille_dataset\ta\ta_072.png,ट,ta,62
synthetic_braille_dataset\ta\ta_073.png,ट,ta,62
synthetic_braille_dataset\ta\ta_074.png,ट,ta,62
synthetic_braille_dataset\ta\ta_075.png,ट,ta,62
synthetic_braille_dataset\ta\ta_076.png,ट,ta,62
synthetic_braille_dataset\ta\ta_077.png,ट,ta,62
synthetic_braille_dataset\ta\ta_078.png,ट,ta,62
synthetic_braille_dataset\ta\ta_079.png,ट,ta,62
synthetic_braille_dataset\ta\ta_080.png,ट,ta,62
synthetic_braille_dataset\ta\ta_081.png,ट,ta,62
synthetic_braille_dataset\ta\ta_082.png,ट,ta,62
synthetic_braille_dataset\ta\ta_083.png,ट,ta,62
synthetic_braille_dataset\ta\ta_084.png,ट,ta,62
synthetic_braille_dataset\ta\ta_085.png,ट,ta,62
synthetic_braille_dataset\ta\ta_086.png,ट,ta,62
synthetic_braille_dataset\ta\ta_087.png,ट,ta,62
synthetic_braille_dataset\ta\ta_088.png,ट,ta,62
synthetic_braille_dataset\ta\ta_089.png,ट,ta,62
synthetic_braille_dataset\ta\ta_090.png,ट,ta,62
synthetic_braille_dataset\ta\ta_091.png,ट,ta,62
synthetic_braille_dataset\ta\ta_092.png,ट,ta,62
synthetic_braille_dataset\ta\ta_093.png,ट,ta,62
synthetic_braille_dataset\ta\ta_094.png,ट,ta,62
synthetic_braille_dataset\ta\ta_095.png,ट,ta,62
synthetic_braille_dataset\ta\ta_096.png,ट,ta,62
synthetic_braille_dataset\ta\ta_097.png,ट,ta,62
synthetic_braille_dataset\ta\ta_098.png,ट,ta,62
synthetic_braille_dataset\ta\ta_099.png,ट,ta,62
synthetic_braille_dataset\ta\ta_100.png,ट,ta,62
synthetic_braille_dataset\ta\ta_101.png,ट,ta,62
synthetic_braille_dataset\ta\ta_102.png,ट,ta,62
synthetic_braille_dataset\ta\ta_103.png,ट,ta,62
synthetic_braille_dataset\ta\ta_104.png,ट,ta,62
synthetic_braille_dataset\ta\ta_105.png,ट,ta,62
synthetic_braille_dataset\ta\ta_106.png,ट,ta,62
synthetic_braille_dataset\ta\ta_107.png,ट,ta,62
synthetic_braille_dataset\ta\ta_108.png,ट,ta,62
synthetic_braille_dataset\ta\ta_109.png,ट,ta,62
synthetic_braille_dataset\ta\ta_110.png,ट,ta,62
synthetic_braille_dataset\ta\ta_111.png,ट,ta,62
synthetic_braille_dataset\ta\ta_112.png,ट,ta,62
synthetic_braille_dataset\ta\ta_113.png,ट,ta,62
synthetic_braille_dataset\ta\ta_114.png,ट,ta,62
synthetic_braille_dataset\ta\ta_115.png,ट,ta,62
synthetic_braille_dataset\ta\ta_116.png,ट,ta,62
synthetic_braille_dataset\ta\ta_117.png,ट,ta,62
synthetic_braille_dataset\ta\ta_118.png,ट,ta,62
synthetic_braille_dataset\ta\ta_119.png,ट,ta,62
synthetic_braille_dataset\ta\ta_120.png,ट,ta,62
synthetic_braille_dataset\ta\ta_121.png,ट,ta,62
synthetic_braille_dataset\ta\ta_122.png,ट,ta,62
synthetic_braille_dataset\ta\ta_123.png,ट,ta,62
synthetic_braille_dataset\ta\ta_124.png,ट,ta,62
synthetic_braille_dataset\ta\ta_125.png,ट,ta,62
synthetic_braille_dataset\ta\ta_126.png,ट,ta,62
synthetic_braille_dataset\ta\ta_127.png,ट,ta,62
synthetic_braille_dataset\ta\ta_128.png,ट,ta,62
synthetic_braille_dataset\ta\ta_129.png,ट,ta,62
synthetic_braille_dataset\ta\ta_130.png,ट,ta,62
synthetic_braille_dataset\ta\ta_131.png,ट,ta,62
synthetic_braille_dataset\ta\ta_132.png,ट,ta,62
synthetic_braille_dataset\ta\ta_133.png,ट,ta,62
synthetic_braille_dataset\ta\ta_134.png,ट,ta,62
synthetic_braille_dataset\ta\ta_135.png,ट,ta,62
synthetic_braille_dataset\ta\ta_136.png,ट,ta,62
synthetic_braille_dataset\ta\ta_137.png,ट,ta,62
synthetic_braille_dataset\ta\ta_138.png,ट,ta,62
synthetic_braille_dataset\ta\ta_139.png,ट,ta,62
synthetic_braille_dataset\ta\ta_140.png,ट,ta,62
synthetic_braille_dataset\ta\ta_141.png,ट,ta,62
synthetic_braille_dataset\ta\ta_142.png,ट,ta,62
synthetic_braille_dataset\ta\ta_143.png,ट,ta,62
synthetic_braille_dataset\ta\ta_144.png,ट,ta,62
synthetic_braille_dataset\ta\ta_145.png,ट,ta,62
synthetic_braille_dataset\ta\ta_146.png,ट,ta,62
synthetic_braille_dataset\ta\ta_147.png,ट,ta,62
synthetic_braille_dataset\ta\ta_148.png,ट,ta,62
synthetic_braille_dataset\ta\ta_149.png,ट,ta,62
synthetic_braille_dataset\ta\ta_150.png,ट,ta,62
synthetic_braille_dataset\ta\ta_151.png,ट,ta,62
synthetic_braille_dataset\ta\ta_152.png,ट,ta,62
synthetic_braille_dataset\ta\ta_153.png,ट,ta,62
synthetic_braille_dataset\ta\ta_154.png,ट,ta,62
synthetic_braille_dataset\ta\ta_155.png,ट,ta,62
synthetic_braille_dataset\ta\ta_156.png,ट,ta,62
synthetic_braille_dataset\ta\ta_157.png,ट,ta,62
synthetic_braille_dataset\ta\ta_158.png,ट,ta,62
synthetic_braille_dataset\ta\ta_159.png,ट,ta,62
synthetic_braille_dataset\ta\ta_160.png,ट,ta,62
synthetic_braille_dataset\ta\ta_161.png,ट,ta,62
synthetic_braille_dataset\ta\ta_162.png,ट,ta,62
synthetic_braille_dataset\ta\ta_163.png,ट,ta,62
synthetic_braille_dataset\ta\ta_164.png,ट,ta,62
synthetic_braille_dataset\ta\ta_165.png,ट,ta,62
synthetic_braille_dataset\ta\ta_166.png,ट,ta,62
synthetic_braille_dataset\ta\ta_167.png,ट,ta,62
synthetic_braille_dataset\ta\ta_168.png,ट,ta,62
synthetic_braille_dataset\ta\ta_169.png,ट,ta,62
synthetic_braille_dataset\ta\ta_170.png,ट,ta,62
synthetic_braille_dataset\ta\ta_171.png,ट,ta,62
synthetic_braille_dataset\ta\ta_172.png,ट,ta,62
synthetic_braille_dataset\ta\ta_173.png,ट,ta,62
synthetic_braille_dataset\ta\ta_174.png,ट,ta,62
synthetic_braille_dataset\ta\ta_175.png,ट,ta,62
synthetic_braille_dataset\ta\ta_176.png,ट,ta,62
synthetic_braille_dataset\ta\ta_177.png,ट,ta,62
synthetic_braille_dataset\ta\ta_178.png,ट,ta,62
synthetic_braille_dataset\ta\ta_179.png,ट,ta,62
synthetic_braille_dataset\ta\ta_180.png,ट,ta,62
synthetic_braille_dataset\ta\ta_181.png,ट,ta,62
synthetic_braille_dataset\ta\ta_182.png,ट,ta,62
synthetic_braille_dataset\ta\ta_183.png,ट,ta,62
synthetic_braille_dataset\ta\ta_184.png,ट,ta,62
synthetic_braille_dataset\ta\ta_185.png,ट,ta,62
synthetic_braille_dataset\ta\ta_186.png,ट,ta,62
synthetic_braille_dataset\ta\ta_187.png,ट,ta,62
synthetic_braille_dataset\ta\ta_188.png,ट,ta,62
synthetic_braille_dataset\ta\ta_189.png,ट,ta,62
synthetic_braille_dataset\ta\ta_190.png,ट,ta,62
synthetic_braille_dataset\ta\ta_191.png,ट,ta,62
synthetic_braille_dataset\ta\ta_192.png,ट,ta,62
synthetic_braille_dataset\ta\ta_193.png,ट,ta,62
synthetic_braille_dataset\ta\ta_194.png,ट,ta,62
synthetic_braille_dataset\ta\ta_195.png,ट,ta,62
synthetic_braille_dataset\ta\ta_196.png,ट,ta,62
synthetic_braille_dataset\ta\ta_197.png,ट,ta,62
synthetic_braille_dataset\ta\ta_198.png,ट,ta,62
synthetic_braille_dataset\ta\ta_199.png,ट,ta,62
synthetic_braille_dataset\ta\ta_200.png,ट,ta,62
synthetic_braille_dataset\ta\ta_201.png,ट,ta,62
synthetic_braille_dataset\ta\ta_202.png,ट,ta,62
synthetic_braille_dataset\ta\ta_203.png,ट,ta,62
synthetic_braille_dataset\ta\ta_204.png,ट,ta,62
synthetic_braille_dataset\ta\ta_205.png,ट,ta,62
synthetic_braille_dataset\ta\ta_206.png,ट,ta,62
synthetic_braille_dataset\ta\ta_207.png,ट,ta,62
synthetic_braille_dataset\ta\ta_208.png,ट,ta,62
synthetic_braille_dataset\ta\ta_209.png,ट,ta,62
synthetic_braille_dataset\ta\ta_210.png,ट,ta,62
synthetic_braille_dataset\ta\ta_211.png,ट,ta,62
synthetic_braille_dataset\ta\ta_212.png,ट,ta,62
synthetic_braille_dataset\ta\ta_213.png,ट,ta,62
synthetic_braille_dataset\ta\ta_214.png,ट,ta,62
synthetic_braille_dataset\ta\ta_215.png,ट,ta,62
synthetic_braille_dataset\ta\ta_216.png,ट,ta,62
synthetic_braille_dataset\ta\ta_217.png,ट,ta,62
synthetic_braille_dataset\ta\ta_218.png,ट,ta,62
synthetic_braille_dataset\ta\ta_219.png,ट,ta,62
synthetic_braille_dataset\ta\ta_220.png,ट,ta,62
synthetic_braille_dataset\ta\ta_221.png,ट,ta,62
synthetic_braille_dataset\ta\ta_222.png,ट,ta,62
synthetic_braille_dataset\ta\ta_223.png,ट,ta,62
synthetic_braille_dataset\ta\ta_224.png,ट,ta,62
synthetic_braille_dataset\ta\ta_225.png,ट,ta,62
synthetic_braille_dataset\ta\ta_226.png,ट,ta,62
synthetic_braille_dataset\ta\ta_227.png,ट,ta,62
synthetic_braille_dataset\ta\ta_228.png,ट,ta,62
synthetic_braille_dataset\ta\ta_229.png,ट,ta,62
synthetic_braille_dataset\ta\ta_230.png,ट,ta,62
synthetic_braille_dataset\ta\ta_231.png,ट,ta,62
synthetic_braille_dataset\ta\ta_232.png,ट,ta,62
synthetic_braille_dataset\ta\ta_233.png,ट,ta,62
synthetic_braille_dataset\ta\ta_234.png,ट,ta,62
synthetic_braille_dataset\ta\ta_235.png,ट,ta,62
synthetic_braille_dataset\ta\ta_236.png,ट,ta,62
synthetic_braille_dataset\ta\ta_237.png,ट,ta,62
synthetic_braille_dataset\ta\ta_238.png,ट,ta,62
synthetic_braille_dataset\ta\ta_239.png,ट,ta,62
synthetic_braille_dataset\ta\ta_240.png,ट,ta,62
synthetic_braille_dataset\ta\ta_241.png,ट,ta,62
synthetic_braille_dataset\ta\ta_242.png,ट,ta,62
synthetic_braille_dataset\ta\ta_243.png,ट,ta,62
synthetic_braille_dataset\ta\ta_244.png,ट,ta,62
synthetic_braille_dataset\ta\ta_245.png,ट,ta,62
synthetic_braille_dataset\ta\ta_246.png,ट,ta,62
synthetic_braille_dataset\ta\ta_247.png,ट,ta,62
synthetic_braille_dataset\ta\ta_248.png,ट,ta,62
synthetic_braille_dataset\ta\ta_249.png,ट,ta,62
synthetic_braille_dataset\tha\tha_000.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_001.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_002.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_003.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_004.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_005.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_006.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_007.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_008.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_009.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_010.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_011.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_012.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_013.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_014.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_015.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_016.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_017.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_018.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_019.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_020.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_021.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_022.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_023.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_024.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_025.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_026.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_027.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_028.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_029.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_030.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_031.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_032.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_033.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_034.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_035.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_036.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_037.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_038.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_039.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_040.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_041.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_042.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_043.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_044.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_045.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_046.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_047.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_048.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_049.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_050.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_051.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_052.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_053.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_054.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_055.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_056.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_057.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_058.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_059.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_060.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_061.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_062.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_063.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_064.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_065.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_066.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_067.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_068.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_069.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_070.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_071.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_072.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_073.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_074.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_075.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_076.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_077.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_078.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_079.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_080.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_081.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_082.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_083.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_084.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_085.png,ठ,tha,58
synthetic_braille_dataset\tha\tha_086.png,ठ,tha,58
